race_id,horse_id,horse_name,horse_no,frame_no,jockey_id,jockey_name,trainer_id,trainer_name,horse_age,horse_sex,weight_carried,body_weight,body_weight_diff,odds_win,odds_place_min,odds_place_max,popularity,source
202312180612,H000008,フューチャーライン,8,8,J007,佐々木誠,T008,森厩舎,3,牝,55.0,512,3,14.3,2.9,3.5,7,dummy
202312190601,H000001,サンプルスター,1,1,J001,田中太郎,T001,山田厩舎,7,牡,56.0,458,-3,4.3,1.4,2.0,1,dummy
202312190601,H000002,テストランナー,2,2,J002,鈴木花子,T002,佐藤厩舎,3,牝,57.0,466,-2,6.0,1.6,2.4,2,dummy
202312190601,H000003,ダミーブレイブ,3,3,J003,高橋次郎,T003,高橋厩舎,4,牡,58.0,474,-1,7.7,1.9,2.3,3,dummy
202312190601,H000004,ヒストリーゲイト,4,4,J004,中村一郎,T004,伊藤厩舎,5,牡,55.0,482,0,9.4,2.1,2.7,4,dummy
202312190601,H000005,コアメモリー,5,5,J005,木村葵,T005,小林厩舎,6,牝,56.0,490,1,11.1,2.4,3.2,5,dummy
202312190601,H000006,パーケットロード,6,6,J006,山本光,T006,加藤厩舎,7,牡,57.0,498,2,12.8,2.6,3.0,6,dummy
202312190601,H000007,プレースラベル,7,7,J007,佐々木誠,T007,斎藤厩舎,3,セ,58.0,506,3,14.5,2.9,3.5,7,dummy
202312190601,H000008,フューチャーライン,8,8,J008,井上遥,T008,森厩舎,4,牝,55.0,514,-3,16.2,3.1,3.9,8,dummy
202312200602,H000001,サンプルスター,1,1,J002,鈴木花子,T001,山田厩舎,3,牡,56.0,446,-2,6.2,1.6,2.4,2,dummy
202312200602,H000002,テストランナー,2,2,J003,高橋次郎,T002,佐藤厩舎,4,牝,57.0,454,-1,7.9,1.9,2.3,3,dummy
202312200602,H000003,ダミーブレイブ,3,3,J004,中村一郎,T003,高橋厩舎,5,牡,58.0,462,0,9.6,2.1,2.7,4,dummy
202312200602,H000004,ヒストリーゲイト,4,4,J005,木村葵,T004,伊藤厩舎,6,牡,55.0,470,1,11.3,2.4,3.2,5,dummy
202312200602,H000005,コアメモリー,5,5,J006,山本光,T005,小林厩舎,7,牝,56.0,478,2,13.0,2.6,3.0,6,dummy
202312200602,H000006,パーケットロード,6,6,J007,佐々木誠,T006,加藤厩舎,3,牡,57.0,486,3,14.7,2.9,3.5,7,dummy
202312200602,H000007,プレースラベル,7,7,J008,井上遥,T007,斎藤厩舎,4,セ,58.0,494,-3,16.4,3.1,3.9,8,dummy
202312200602,H000008,フューチャーライン,8,8,J001,田中太郎,T008,森厩舎,5,牝,55.0,502,-2,4.5,1.4,2.0,1,dummy
